"species_id","class","order","family","genus","species","common","sci_name"
13266,"Mammalia","Insectivora","Soricidae","Crocidura","paradoxura","Paradox Shrew","Crocidura paradoxura"
13267,"Mammalia","Insectivora","Soricidae","Crocidura","parvipes","Small-footed Shrew","Crocidura parvipes"
13268,"Mammalia","Insectivora","Soricidae","Crocidura","pasha","Pasha Shrew","Crocidura pasha"
13269,"Mammalia","Insectivora","Soricidae","Crocidura","pergrisea","Pale Gray Shrew","Crocidura pergrisea"
13270,"Mammalia","Insectivora","Soricidae","Crocidura","phaeura","Guramba Shrew","Crocidura phaeura"
13271,"Mammalia","Insectivora","Soricidae","Crocidura","picea","Pitch Shrew","Crocidura picea"
13272,"Mammalia","Insectivora","Soricidae","Crocidura","pitmani","Pitman's Shrew","Crocidura pitmani"
13273,"Mammalia","Insectivora","Soricidae","Crocidura","planiceps","Flat-headed Shrew","Crocidura planiceps"
13274,"Mammalia","Insectivora","Soricidae","Crocidura","poensis","Fraser's Musk Shrew","Crocidura poensis"
13275,"Mammalia","Insectivora","Soricidae","Crocidura","polia","Fuscous Shrew","Crocidura polia"
13276,"Mammalia","Insectivora","Soricidae","Crocidura","pullata","Dusky Shrew","Crocidura pullata"
13277,"Mammalia","Insectivora","Soricidae","Crocidura","raineyi","Rainey Shrew","Crocidura raineyi"
13278,"Mammalia","Insectivora","Soricidae","Crocidura","religiosa","Egyptian Pygmy Shrew","Crocidura religiosa"
13279,"Mammalia","Insectivora","Soricidae","Crocidura","rhoditis","Temboan Shrew","Crocidura rhoditis"
13280,"Mammalia","Insectivora","Soricidae","Crocidura","roosevelti","Roosevelt's Shrew","Crocidura roosevelti"
13281,"Mammalia","Insectivora","Soricidae","Crocidura","russula","White-toothed Shrew","Crocidura russula"
13282,"Mammalia","Insectivora","Soricidae","Crocidura","selina","Moon Shrew","Crocidura selina"
13283,"Mammalia","Insectivora","Soricidae","Crocidura","serezkyensis","Serezkaya Shrew","Crocidura serezkyensis"
13284,"Mammalia","Insectivora","Soricidae","Crocidura","sibirica","Siberian Shrew","Crocidura sibirica"
13285,"Mammalia","Insectivora","Soricidae","Crocidura","sicula","Sicilian Shrew","Crocidura sicula"
13286,"Mammalia","Insectivora","Soricidae","Crocidura","silacea","Lesser Gray-brown Musk Shrew","Crocidura silacea"
13287,"Mammalia","Insectivora","Soricidae","Crocidura","smithii","Desert Musk Shrew","Crocidura smithii"
13288,"Mammalia","Insectivora","Soricidae","Crocidura","somalica","Somali Shrew","Crocidura somalica"
13289,"Mammalia","Insectivora","Soricidae","Crocidura","stenocephala","Narrow-headed Shrew","Crocidura stenocephala"
13290,"Mammalia","Insectivora","Soricidae","Crocidura","suaveolens","Lesser Shrew","Crocidura suaveolens"
13291,"Mammalia","Insectivora","Soricidae","Crocidura","susiana","Iranian Shrew","Crocidura susiana"
13292,"Mammalia","Insectivora","Soricidae","Crocidura","tansaniana","Tanzanian Shrew","Crocidura tansaniana"
13293,"Mammalia","Insectivora","Soricidae","Crocidura","tarella","Ugandan Shrew","Crocidura tarella"
13294,"Mammalia","Insectivora","Soricidae","Crocidura","tarfayensis","Tarfaya Shrew","Crocidura tarfayensis"
13295,"Mammalia","Insectivora","Soricidae","Crocidura","telfordi","Telford's Shrew","Crocidura telfordi"
13296,"Mammalia","Insectivora","Soricidae","Crocidura","tenuis","Thin Shrew","Crocidura tenuis"
13297,"Mammalia","Insectivora","Soricidae","Crocidura","thalia","Thalia Shrew","Crocidura thalia"
13298,"Mammalia","Insectivora","Soricidae","Crocidura","theresae","Therese's Shrew","Crocidura theresae"
13299,"Mammalia","Insectivora","Soricidae","Crocidura","thomensis","Sao TomΘ Shrew","Crocidura thomensis"
13300,"Mammalia","Insectivora","Soricidae","Crocidura","turba","Tumultuous Shrew","Crocidura turba"
13301,"Mammalia","Insectivora","Soricidae","Crocidura","ultima","Ultimate Shrew","Crocidura ultima"
13302,"Mammalia","Insectivora","Soricidae","Crocidura","usambarae","Usambara Shrew","Crocidura usambarae"
13303,"Mammalia","Insectivora","Soricidae","Crocidura","viaria","Savanna Path Shrew","Crocidura viaria"
13304,"Mammalia","Insectivora","Soricidae","Crocidura","voi","Voi Shrew","Crocidura voi"
91008,"Mammalia","Insectivora","Soricidae","Crocidura","vulcani",NA,"Crocidura vulcani"
13305,"Mammalia","Insectivora","Soricidae","Crocidura","whitakeri","Whitaker's Shrew","Crocidura whitakeri"
13306,"Mammalia","Insectivora","Soricidae","Crocidura","wimmeri","Wimmer's Shrew","Crocidura wimmeri"
13307,"Mammalia","Insectivora","Soricidae","Crocidura","xantippe","Vermiculate Shrew","Crocidura xantippe"
13308,"Mammalia","Insectivora","Soricidae","Crocidura","yankariensis","Yankari Shrew","Crocidura yankariensis"
13309,"Mammalia","Insectivora","Soricidae","Crocidura","zaphiri","Zaphir's Shrew","Crocidura zaphiri"
13310,"Mammalia","Insectivora","Soricidae","Crocidura","zarudnyi","Zarudny's Shrew","Crocidura zarudnyi"
13311,"Mammalia","Insectivora","Soricidae","Crocidura","zimmeri","Zimmer's Shrew","Crocidura zimmeri"
13312,"Mammalia","Insectivora","Soricidae","Crocidura","zimmermanni","Zimmermann's Shrew","Crocidura zimmermanni"
13373,"Mammalia","Insectivora","Soricidae","Cryptotis","avia","Andean Small-eared Shrew","Cryptotis avia"
13374,"Mammalia","Insectivora","Soricidae","Cryptotis","endersi","Enders's Small-eared Shrew","Cryptotis endersi"
13375,"Mammalia","Insectivora","Soricidae","Cryptotis","goldmani","Goldman's Small-eared Shrew","Cryptotis goldmani"
13376,"Mammalia","Insectivora","Soricidae","Cryptotis","goodwini","Goodwin's Small-eared Shrew","Cryptotis goodwini"
13377,"Mammalia","Insectivora","Soricidae","Cryptotis","gracilis","Talamancan Small-eared Shrew","Cryptotis gracilis"
13378,"Mammalia","Insectivora","Soricidae","Cryptotis","hondurensis","Honduran Small-eared Shrew","Cryptotis hondurensis"
13379,"Mammalia","Insectivora","Soricidae","Cryptotis","magna","Big Small-eared Shrew","Cryptotis magna"
13380,"Mammalia","Insectivora","Soricidae","Cryptotis","meridensis","Merida Small-eared Shrew","Cryptotis meridensis"
13381,"Mammalia","Insectivora","Soricidae","Cryptotis","mexicana","Mexican Small-eared Shrew","Cryptotis mexicana"
13382,"Mammalia","Insectivora","Soricidae","Cryptotis","montivaga","Ecuadorean Small-eared Shrew","Cryptotis montivaga"
13383,"Mammalia","Insectivora","Soricidae","Cryptotis","nigrescens","Blackish Small-eared Shrew","Cryptotis nigrescens"
13384,"Mammalia","Insectivora","Soricidae","Cryptotis","parva","Least Shrew","Cryptotis parva"
13385,"Mammalia","Insectivora","Soricidae","Cryptotis","squamipes","Scaly-footed Small-eared Shrew","Cryptotis squamipes"
13386,"Mammalia","Insectivora","Soricidae","Cryptotis","thomasi","Thomas's Small-eared Shrew","Cryptotis thomasi"
13313,"Mammalia","Insectivora","Soricidae","Diplomesodon","pulchellum","Piebald Shrew","Diplomesodon pulchellum"
13314,"Mammalia","Insectivora","Soricidae","Feroculus","feroculus","Kelaart's Long-clawed Shrew","Feroculus feroculus"
13387,"Mammalia","Insectivora","Soricidae","Megasorex","gigas","Mexican Shrew","Megasorex gigas"
13315,"Mammalia","Insectivora","Soricidae","Myosorex","babaulti","Babault's Mouse Shrew","Myosorex babaulti"
13316,"Mammalia","Insectivora","Soricidae","Myosorex","blarina","Montane Mouse Shrew","Myosorex blarina"
13317,"Mammalia","Insectivora","Soricidae","Myosorex","cafer","Dark-footed Forest Shrew","Myosorex cafer"
13318,"Mammalia","Insectivora","Soricidae","Myosorex","eisentrauti","Eisentraut's Mouse Shrew","Myosorex eisentrauti"
13319,"Mammalia","Insectivora","Soricidae","Myosorex","geata","Geata Mouse Shrew","Myosorex geata"
13320,"Mammalia","Insectivora","Soricidae","Myosorex","longicaudatus","Long-tailed Forest Shrew","Myosorex longicaudatus"
13321,"Mammalia","Insectivora","Soricidae","Myosorex","okuensis","Oku Mouse Shrew","Myosorex okuensis"
13322,"Mammalia","Insectivora","Soricidae","Myosorex","rumpii","Rumpi Mouse Shrew","Myosorex rumpii"
13323,"Mammalia","Insectivora","Soricidae","Myosorex","schalleri","Schaller's Mouse Shrew","Myosorex schalleri"
13324,"Mammalia","Insectivora","Soricidae","Myosorex","sclateri","Sclater's Tiny Mouse Shrew","Myosorex sclateri"
13325,"Mammalia","Insectivora","Soricidae","Myosorex","tenuis","Thin Mouse Shrew","Myosorex tenuis"
13326,"Mammalia","Insectivora","Soricidae","Myosorex","varius","Forest Shrew","Myosorex varius"
13388,"Mammalia","Insectivora","Soricidae","Nectogale","elegans","Elegant Water Shrew","Nectogale elegans"
13389,"Mammalia","Insectivora","Soricidae","Neomys","anomalus","Southern Water Shrew","Neomys anomalus"
13390,"Mammalia","Insectivora","Soricidae","Neomys","fodiens","Eurasian Water Shrew","Neomys fodiens"
13391,"Mammalia","Insectivora","Soricidae","Neomys","schelkovnikovi","Transcaucasian Water Shrew","Neomys schelkovnikovi"
13392,"Mammalia","Insectivora","Soricidae","Notiosorex","crawfordi","Desert Shrew","Notiosorex crawfordi"
13327,"Mammalia","Insectivora","Soricidae","Paracrocidura","graueri","Grauer's Shrew","Paracrocidura graueri"
13328,"Mammalia","Insectivora","Soricidae","Paracrocidura","maxima","Greater Shrew","Paracrocidura maxima"
13329,"Mammalia","Insectivora","Soricidae","Paracrocidura","schoutedeni","Schouteden's Shrew","Paracrocidura schoutedeni"
13330,"Mammalia","Insectivora","Soricidae","Ruwenzorisorex","suncoides","Ruwenzori Shrew","Ruwenzorisorex suncoides"
13331,"Mammalia","Insectivora","Soricidae","Scutisorex","somereni","Armored Shrew","Scutisorex somereni"
13332,"Mammalia","Insectivora","Soricidae","Solisorex","pearsoni","Pearson's Long-clawed Shrew","Solisorex pearsoni"
13393,"Mammalia","Insectivora","Soricidae","Sorex","alaskanus","Glacier Bay Water Shrew","Sorex alaskanus"
13394,"Mammalia","Insectivora","Soricidae","Sorex","alpinus","Alpine Shrew","Sorex alpinus"
13395,"Mammalia","Insectivora","Soricidae","Sorex","araneus","Eurasian Shrew","Sorex araneus"
13396,"Mammalia","Insectivora","Soricidae","Sorex","arcticus","Arctic Shrew","Sorex arcticus"
13397,"Mammalia","Insectivora","Soricidae","Sorex","arizonae","Arizona Shrew","Sorex arizonae"
13398,"Mammalia","Insectivora","Soricidae","Sorex","asper","Tien Shan Shrew","Sorex asper"
13399,"Mammalia","Insectivora","Soricidae","Sorex","bairdii","Baird's Shrew","Sorex bairdii"
13400,"Mammalia","Insectivora","Soricidae","Sorex","bedfordiae","Lesser Striped Shrew","Sorex bedfordiae"
13401,"Mammalia","Insectivora","Soricidae","Sorex","bendirii","Marsh Shrew","Sorex bendirii"
13402,"Mammalia","Insectivora","Soricidae","Sorex","buchariensis","Pamir Shrew","Sorex buchariensis"
13403,"Mammalia","Insectivora","Soricidae","Sorex","caecutiens","Laxmann's Shrew","Sorex caecutiens"
13404,"Mammalia","Insectivora","Soricidae","Sorex","camtschatica","Kamchatka Shrew","Sorex camtschatica"
13405,"Mammalia","Insectivora","Soricidae","Sorex","cansulus","Gansu Shrew","Sorex cansulus"
13406,"Mammalia","Insectivora","Soricidae","Sorex","cinereus","Cinereus Shrew","Sorex cinereus"
13407,"Mammalia","Insectivora","Soricidae","Sorex","coronatus","Crowned Shrew","Sorex coronatus"
13408,"Mammalia","Insectivora","Soricidae","Sorex","cylindricauda","Stripe-backed Shrew","Sorex cylindricauda"
13409,"Mammalia","Insectivora","Soricidae","Sorex","daphaenodon","Large-toothed Siberian Shrew","Sorex daphaenodon"
13410,"Mammalia","Insectivora","Soricidae","Sorex","dispar","Long-tailed Shrew","Sorex dispar"
13411,"Mammalia","Insectivora","Soricidae","Sorex","emarginatus","Zacatecas Shrew","Sorex emarginatus"
13412,"Mammalia","Insectivora","Soricidae","Sorex","excelsus","Lofty Shrew","Sorex excelsus"
13413,"Mammalia","Insectivora","Soricidae","Sorex","fumeus","Smoky Shrew","Sorex fumeus"
13414,"Mammalia","Insectivora","Soricidae","Sorex","gaspensis","GaspΘ Shrew","Sorex gaspensis"
13415,"Mammalia","Insectivora","Soricidae","Sorex","gracillimus","Slender Shrew","Sorex gracillimus"
13416,"Mammalia","Insectivora","Soricidae","Sorex","granarius","Lagranja Shrew","Sorex granarius"
13417,"Mammalia","Insectivora","Soricidae","Sorex","haydeni","Prairie Shrew","Sorex haydeni"
13418,"Mammalia","Insectivora","Soricidae","Sorex","hosonoi","Azumi Shrew","Sorex hosonoi"
13419,"Mammalia","Insectivora","Soricidae","Sorex","hoyi","Pygmy Shrew","Sorex hoyi"
13420,"Mammalia","Insectivora","Soricidae","Sorex","hydrodromus","Pribilof Island Shrew","Sorex hydrodromus"
13421,"Mammalia","Insectivora","Soricidae","Sorex","isodon","Even-toothed Shrew","Sorex isodon"
13422,"Mammalia","Insectivora","Soricidae","Sorex","jacksoni","St. Lawrence Island Shrew","Sorex jacksoni"
13423,"Mammalia","Insectivora","Soricidae","Sorex","kozlovi","Kozlov's Shrew","Sorex kozlovi"
13424,"Mammalia","Insectivora","Soricidae","Sorex","leucogaster","Paramushir Shrew","Sorex leucogaster"
13425,"Mammalia","Insectivora","Soricidae","Sorex","longirostris","Southeastern Shrew","Sorex longirostris"
13426,"Mammalia","Insectivora","Soricidae","Sorex","lyelli","Mt. Lyell Shrew","Sorex lyelli"
13427,"Mammalia","Insectivora","Soricidae","Sorex","macrodon","Large-toothed Shrew","Sorex macrodon"
13428,"Mammalia","Insectivora","Soricidae","Sorex","merriami","Merriam's Shrew","Sorex merriami"
13429,"Mammalia","Insectivora","Soricidae","Sorex","milleri","Carmen Mountain Shrew","Sorex milleri"
13430,"Mammalia","Insectivora","Soricidae","Sorex","minutissimus","Miniscule Shrew","Sorex minutissimus"
13431,"Mammalia","Insectivora","Soricidae","Sorex","minutus","Eurasian Pygmy Shrew","Sorex minutus"
13432,"Mammalia","Insectivora","Soricidae","Sorex","mirabilis","Ussuri Shrew","Sorex mirabilis"
13433,"Mammalia","Insectivora","Soricidae","Sorex","monticolus","Montane Shrew","Sorex monticolus"
13434,"Mammalia","Insectivora","Soricidae","Sorex","nanus","Dwarf Shrew","Sorex nanus"
13435,"Mammalia","Insectivora","Soricidae","Sorex","oreopolus","Mexican Long-tailed Shrew","Sorex oreopolus"
13436,"Mammalia","Insectivora","Soricidae","Sorex","ornatus","Ornate Shrew","Sorex ornatus"
13437,"Mammalia","Insectivora","Soricidae","Sorex","pacificus","Pacific Shrew","Sorex pacificus"
13438,"Mammalia","Insectivora","Soricidae","Sorex","palustris","Water Shrew","Sorex palustris"
13439,"Mammalia","Insectivora","Soricidae","Sorex","planiceps","Kashmir Shrew","Sorex planiceps"
13440,"Mammalia","Insectivora","Soricidae","Sorex","portenkoi","Portenko's Shrew","Sorex portenkoi"
13441,"Mammalia","Insectivora","Soricidae","Sorex","preblei","Preble's Shrew","Sorex preblei"
13442,"Mammalia","Insectivora","Soricidae","Sorex","raddei","Radde's Shrew","Sorex raddei"
13443,"Mammalia","Insectivora","Soricidae","Sorex","roboratus","Flat-skulled Shrew","Sorex roboratus"
13444,"Mammalia","Insectivora","Soricidae","Sorex","sadonis","Sado Shrew","Sorex sadonis"
13445,"Mammalia","Insectivora","Soricidae","Sorex","samniticus","Apennine Shrew","Sorex samniticus"
13446,"Mammalia","Insectivora","Soricidae","Sorex","satunini","Caucasian Shrew","Sorex satunini"
13447,"Mammalia","Insectivora","Soricidae","Sorex","saussurei","Saussure's Shrew","Sorex saussurei"
13448,"Mammalia","Insectivora","Soricidae","Sorex","sclateri","Sclater's Shrew","Sorex sclateri"
13449,"Mammalia","Insectivora","Soricidae","Sorex","shinto","Shinto Shrew","Sorex shinto"
13450,"Mammalia","Insectivora","Soricidae","Sorex","sinalis","Chinese Shrew","Sorex sinalis"
13451,"Mammalia","Insectivora","Soricidae","Sorex","sonomae","Fog Shrew","Sorex sonomae"
13452,"Mammalia","Insectivora","Soricidae","Sorex","stizodon","San Cristobal Shrew","Sorex stizodon"
13453,"Mammalia","Insectivora","Soricidae","Sorex","tenellus","Inyo Shrew","Sorex tenellus"
13454,"Mammalia","Insectivora","Soricidae","Sorex","thibetanus","Tibetan Shrew","Sorex thibetanus"
13455,"Mammalia","Insectivora","Soricidae","Sorex","trowbridgii","Trowbridge's Shrew","Sorex trowbridgii"
13456,"Mammalia","Insectivora","Soricidae","Sorex","tundrensis","Tundra Shrew","Sorex tundrensis"
13457,"Mammalia","Insectivora","Soricidae","Sorex","ugyunak","Barren Ground Shrew","Sorex ugyunak"
13458,"Mammalia","Insectivora","Soricidae","Sorex","unguiculatus","Long-clawed Shrew","Sorex unguiculatus"
13459,"Mammalia","Insectivora","Soricidae","Sorex","vagrans","Vagrant Shrew","Sorex vagrans"
13460,"Mammalia","Insectivora","Soricidae","Sorex","ventralis","Chestnut-bellied Shrew","Sorex ventralis"
13461,"Mammalia","Insectivora","Soricidae","Sorex","veraepacis","Verapaz Shrew","Sorex veraepacis"
13462,"Mammalia","Insectivora","Soricidae","Sorex","volnuchini","Caucasian Pygmy Shrew","Sorex volnuchini"
13463,"Mammalia","Insectivora","Soricidae","Soriculus","caudatus","Hodgson's Brown-toothed Shrew","Soriculus caudatus"
13464,"Mammalia","Insectivora","Soricidae","Soriculus","fumidus","Taiwan Brown-toothed Shrew","Soriculus fumidus"
13465,"Mammalia","Insectivora","Soricidae","Soriculus","hypsibius","De Winton's Shrew","Soriculus hypsibius"
13466,"Mammalia","Insectivora","Soricidae","Soriculus","lamula","Lamulate Shrew","Soriculus lamula"
13467,"Mammalia","Insectivora","Soricidae","Soriculus","leucops","Long-tailed Brown-toothed Shrew","Soriculus leucops"
13468,"Mammalia","Insectivora","Soricidae","Soriculus","macrurus","Long-tailed Mountain Shrew","Soriculus macrurus"
13469,"Mammalia","Insectivora","Soricidae","Soriculus","nigrescens","Himalayan Shrew","Soriculus nigrescens"
13470,"Mammalia","Insectivora","Soricidae","Soriculus","parca","Lowe's Shrew","Soriculus parca"
13471,"Mammalia","Insectivora","Soricidae","Soriculus","salenskii","Salenski's Shrew","Soriculus salenskii"
13472,"Mammalia","Insectivora","Soricidae","Soriculus","smithii","Smith's Shrew","Soriculus smithii"
13333,"Mammalia","Insectivora","Soricidae","Suncus","ater","Black Shrew","Suncus ater"
13334,"Mammalia","Insectivora","Soricidae","Suncus","dayi","Day's Shrew","Suncus dayi"
13335,"Mammalia","Insectivora","Soricidae","Suncus","etruscus","White-toothed Pygmy Shrew","Suncus etruscus"
13336,"Mammalia","Insectivora","Soricidae","Suncus","fellowesgordoni","Sri Lanka Shrew","Suncus fellowesgordoni"
13337,"Mammalia","Insectivora","Soricidae","Suncus","hosei","Hose's Shrew","Suncus hosei"
13338,"Mammalia","Insectivora","Soricidae","Suncus","infinitesimus","Least Dwarf Shrew","Suncus infinitesimus"
13339,"Mammalia","Insectivora","Soricidae","Suncus","lixus","Greater Dwarf Shrew","Suncus lixus"
13340,"Mammalia","Insectivora","Soricidae","Suncus","madagascariensis","Madagascan Shrew","Suncus madagascariensis"
13341,"Mammalia","Insectivora","Soricidae","Suncus","malayanus","Malayan Pygmy Shrew","Suncus malayanus"
13342,"Mammalia","Insectivora","Soricidae","Suncus","mertensi","Flores Shrew","Suncus mertensi"
13343,"Mammalia","Insectivora","Soricidae","Suncus","montanus","Sri Lanka Highland Shrew","Suncus montanus"
13344,"Mammalia","Insectivora","Soricidae","Suncus","murinus","Asian House Shrew","Suncus murinus"
13345,"Mammalia","Insectivora","Soricidae","Suncus","remyi","Remy's Shrew","Suncus remyi"
13346,"Mammalia","Insectivora","Soricidae","Suncus","stoliczkanus","Anderson's Shrew","Suncus stoliczkanus"
13347,"Mammalia","Insectivora","Soricidae","Suncus","varilla","Lesser Dwarf Shrew","Suncus varilla"
13348,"Mammalia","Insectivora","Soricidae","Suncus","zeylanicus","Jungle Shrew","Suncus zeylanicus"
13349,"Mammalia","Insectivora","Soricidae","Surdisorex","norae","Aberdare Shrew","Surdisorex norae"
13350,"Mammalia","Insectivora","Soricidae","Surdisorex","polulus","Mt. Kenya Shrew","Surdisorex polulus"
13351,"Mammalia","Insectivora","Soricidae","Sylvisorex","granti","Grant's Shrew","Sylvisorex granti"
13352,"Mammalia","Insectivora","Soricidae","Sylvisorex","howelli","Howell's Shrew","Sylvisorex howelli"
13353,"Mammalia","Insectivora","Soricidae","Sylvisorex","isabellae","Isabella Shrew","Sylvisorex isabellae"
13354,"Mammalia","Insectivora","Soricidae","Sylvisorex","johnstoni","Johnston's Shrew","Sylvisorex johnstoni"
91027,"Mammalia","Insectivora","Soricidae","Sylvisorex","konganensis",NA,"Sylvisorex konganensis"
13355,"Mammalia","Insectivora","Soricidae","Sylvisorex","lunaris","Crescent Shrew","Sylvisorex lunaris"
13356,"Mammalia","Insectivora","Soricidae","Sylvisorex","megalura","Climbing Shrew","Sylvisorex megalura"
13357,"Mammalia","Insectivora","Soricidae","Sylvisorex","morio","Arrogant Shrew","Sylvisorex morio"
13358,"Mammalia","Insectivora","Soricidae","Sylvisorex","ollula","Forest MuskShrew","Sylvisorex ollula"
13359,"Mammalia","Insectivora","Soricidae","Sylvisorex","oriundus","Mountain Shrew","Sylvisorex oriundus"
13360,"Mammalia","Insectivora","Soricidae","Sylvisorex","vulcanorum","Volcano Shrew","Sylvisorex vulcanorum"
13475,"Mammalia","Insectivora","Talpidae","Condylura","cristata","Star-nosed Mole","Condylura cristata"
13473,"Mammalia","Insectivora","Talpidae","Desmana","moschata","Russian Desman","Desmana moschata"
13476,"Mammalia","Insectivora","Talpidae","Euroscaptor","grandis","Greater Chinese Mole","Euroscaptor grandis"
13477,"Mammalia","Insectivora","Talpidae","Euroscaptor","klossi","Kloss's Mole","Euroscaptor klossi"
13478,"Mammalia","Insectivora","Talpidae","Euroscaptor","longirostris","Long-nosed Mole","Euroscaptor longirostris"
13479,"Mammalia","Insectivora","Talpidae","Euroscaptor","micrura","Himalayan Mole","Euroscaptor micrura"
13480,"Mammalia","Insectivora","Talpidae","Euroscaptor","mizura","Japanese Mountain Mole","Euroscaptor mizura"
13481,"Mammalia","Insectivora","Talpidae","Euroscaptor","parvidens","Small-toothed Mole","Euroscaptor parvidens"
13474,"Mammalia","Insectivora","Talpidae","Galemys","pyrenaicus","Pyrenean Desman","Galemys pyrenaicus"
13482,"Mammalia","Insectivora","Talpidae","Mogera","etigo","Echigo Mole","Mogera etigo"
13483,"Mammalia","Insectivora","Talpidae","Mogera","insularis","Insular Mole","Mogera insularis"
13484,"Mammalia","Insectivora","Talpidae","Mogera","kobeae","Kobe Mole","Mogera kobeae"
13485,"Mammalia","Insectivora","Talpidae","Mogera","minor","Small Japanese Mole","Mogera minor"
13486,"Mammalia","Insectivora","Talpidae","Mogera","robusta","Large Mole","Mogera robusta"
13487,"Mammalia","Insectivora","Talpidae","Mogera","tokudae","Tokuda's Mole","Mogera tokudae"
13488,"Mammalia","Insectivora","Talpidae","Mogera","wogura","Japanese Mole","Mogera wogura"
13489,"Mammalia","Insectivora","Talpidae","Nesoscaptor","uchidai","Ryukyu Mole","Nesoscaptor uchidai"
13490,"Mammalia","Insectivora","Talpidae","Neurotrichus","gibbsii","American Shrew Mole","Neurotrichus gibbsii"
13491,"Mammalia","Insectivora","Talpidae","Parascalops","breweri","Hairy-tailed Mole","Parascalops breweri"
13492,"Mammalia","Insectivora","Talpidae","Parascaptor","leucura","White-tailed Mole","Parascaptor leucura"
13493,"Mammalia","Insectivora","Talpidae","Scalopus","aquaticus","Eastern Mole","Scalopus aquaticus"
13494,"Mammalia","Insectivora","Talpidae","Scapanulus","oweni","Gansu Mole","Scapanulus oweni"
13495,"Mammalia","Insectivora","Talpidae","Scapanus","latimanus","Broad-footed Mole","Scapanus latimanus"
13496,"Mammalia","Insectivora","Talpidae","Scapanus","orarius","Coast Mole","Scapanus orarius"
13497,"Mammalia","Insectivora","Talpidae","Scapanus","townsendii","Townsend's Mole","Scapanus townsendii"
13498,"Mammalia","Insectivora","Talpidae","Scaptochirus","moschatus","Short-faced Mole","Scaptochirus moschatus"
27829,"Mammalia","Insectivora","Talpidae","Scaptonyx","fusicauda",NA,"Scaptonyx fusicauda"
13499,"Mammalia","Insectivora","Talpidae","Scaptonyx","fusicaudus","Long-tailed Mole","Scaptonyx fusicaudus"
13500,"Mammalia","Insectivora","Talpidae","Talpa","altaica","Siberian Mole","Talpa altaica"
13501,"Mammalia","Insectivora","Talpidae","Talpa","caeca","Mediterranean Mole","Talpa caeca"
13502,"Mammalia","Insectivora","Talpidae","Talpa","caucasica","Caucasian Mole","Talpa caucasica"
13503,"Mammalia","Insectivora","Talpidae","Talpa","europaea","European Mole","Talpa europaea"
27890,"Mammalia","Insectivora","Talpidae","Talpa","grandis",NA,"Talpa grandis"
27891,"Mammalia","Insectivora","Talpidae","Talpa","insularis",NA,"Talpa insularis"
27892,"Mammalia","Insectivora","Talpidae","Talpa","leucura",NA,"Talpa leucura"
13504,"Mammalia","Insectivora","Talpidae","Talpa","levantis","Levantine Mole","Talpa levantis"
27893,"Mammalia","Insectivora","Talpidae","Talpa","longirostris",NA,"Talpa longirostris"
27894,"Mammalia","Insectivora","Talpidae","Talpa","micrura",NA,"Talpa micrura"
13505,"Mammalia","Insectivora","Talpidae","Talpa","occidentalis","Iberian Mole","Talpa occidentalis"
13506,"Mammalia","Insectivora","Talpidae","Talpa","romana","Roman Mole","Talpa romana"
13507,"Mammalia","Insectivora","Talpidae","Talpa","stankovici","Stankovic's Mole","Talpa stankovici"
13508,"Mammalia","Insectivora","Talpidae","Talpa","streeti","Persian Mole","Talpa streeti"
13511,"Mammalia","Insectivora","Talpidae","Uropsilus","andersoni","Anderson's Shrew Mole","Uropsilus andersoni"
13512,"Mammalia","Insectivora","Talpidae","Uropsilus","gracilis","Gracile Shrew Mole","Uropsilus gracilis"
13513,"Mammalia","Insectivora","Talpidae","Uropsilus","investigator","Inquisitive Shrew Mole","Uropsilus investigator"
13514,"Mammalia","Insectivora","Talpidae","Uropsilus","soricipes","Chinese Shrew Mole","Uropsilus soricipes"
13509,"Mammalia","Insectivora","Talpidae","Urotrichus","pilirostris","True's Shrew Mole","Urotrichus pilirostris"
13510,"Mammalia","Insectivora","Talpidae","Urotrichus","talpoides","Japanese Shrew Mole","Urotrichus talpoides"
13118,"Mammalia","Insectivora","Tenrecidae","Echinops","telfairi","Lesser Hedgehog Tenrec","Echinops telfairi"
13098,"Mammalia","Insectivora","Tenrecidae","Geogale","aurita","Large-eared Tenrec","Geogale aurita"
95551,"Mammalia","Insectivora","Tenrecidae","Hemicentetes","nigriceps",NA,"Hemicentetes nigriceps"
13119,"Mammalia","Insectivora","Tenrecidae","Hemicentetes","semispinosus","Streaked Tenrec","Hemicentetes semispinosus"
13099,"Mammalia","Insectivora","Tenrecidae","Limnogale","mergulus","Aquatic Tenrec","Limnogale mergulus"
13100,"Mammalia","Insectivora","Tenrecidae","Microgale","brevicaudata","Short-tailed Shrew Tenrec","Microgale brevicaudata"
13101,"Mammalia","Insectivora","Tenrecidae","Microgale","cowani","Cowan's Shrew Tenrec","Microgale cowani"
13102,"Mammalia","Insectivora","Tenrecidae","Microgale","dobsoni","Dobson's Shrew Tenrec","Microgale dobsoni"
95609,"Mammalia","Insectivora","Tenrecidae","Microgale","drouhardi",NA,"Microgale drouhardi"
13103,"Mammalia","Insectivora","Tenrecidae","Microgale","dryas","Tree Shrew Tenrec","Microgale dryas"
91020,"Mammalia","Insectivora","Tenrecidae","Microgale","fotsifotsy",NA,"Microgale fotsifotsy"
13104,"Mammalia","Insectivora","Tenrecidae","Microgale","gracilis","Gracile Shrew Tenrec","Microgale gracilis"
